clip,frame,ball_real_x,ball_real_y,is_real_bounce,bounce_in
Dataset_Clutch/Clip101,66,2.129878412540779,21.174411283551745,1,1.0
Dataset_Clutch/Clip101,94,2.114009133884193,1.0715553338222767,1,1.0
Dataset_Clutch/Clip101,165,7.252311079119864,22.28023539923206,1,1.0
Dataset_Clutch/Clip101,244,1.6849492878655667,0.9996895283422549,1,1.0
Dataset_Clutch/Clip103,12,2.986591325680302,15.952027699276822,1,1.0
Dataset_Clutch/Clip104,94,3.037380317059573,1.9532986565163313,1,1.0
Dataset_Clutch/Clip104,142,5.6309744848944625,21.597971735565075,1,1.0
Dataset_Clutch/Clip104,335,0.3975843103415029,2.5074701916541096,1,1.0
Dataset_Clutch/Clip104,364,5.027367873367916,23.997100350183974,1,1.0
Dataset_Clutch/Clip104,372,3.4694459536797746,20.28220431198492,1,1.0
Dataset_Clutch/Clip104,387,6.949916033215924,22.75713570375672,1,1.0
Dataset_Clutch/Clip104,582,6.005714076057375,1.3283750623547859,1,1.0
Dataset_Clutch/Clip106,130,4.804563813289015,8.58977902136619,1,1.0
Dataset_Clutch/Clip106,198,7.499334815526701,2.3088223009149016,1,1.0
Dataset_Clutch/Clip106,280,7.947327986046686,19.813483383562133,1,1.0
Dataset_Clutch/Clip110,119,6.0953343240144475,22.76376134253613,1,1.0
Dataset_Clutch/Clip110,304,6.1038239482869505,0.3861435123560927,1,1.0
Dataset_Clutch/Clip111,81,8.429295253614956,14.841667930065697,1,1.0
Dataset_Clutch/Clip111,216,7.565439349968054,22.04372341196296,1,1.0
Dataset_Clutch/Clip111,287,2.080595256097072,0.7591197097010665,1,1.0
Dataset_Clutch/Clip111,318,3.598473898219256,16.30759022198367,1,1.0
Dataset_Clutch/Clip111,333,4.014269321235256,12.619496049006523,1,1.0
Dataset_Clutch/Clip112,55,4.094814333181964,16.120729603120616,1,1.0
Dataset_Clutch/Clip112,69,2.95866011195734,15.4203840351501,1,1.0
Dataset_Clutch/Clip112,229,5.723796226653646,20.2625065666451,1,1.0
Dataset_Clutch/Clip113,38,7.3101126038811675,17.78046795239591,1,1.0
Dataset_Clutch/Clip113,263,0.7595852298337723,0.10075148527074959,1,1.0
Dataset_Clutch/Clip114,237,6.883707939539276,2.14646887918845,1,1.0
Dataset_Clutch/Clip114,516,3.575838374541258,1.6122741805871628,1,1.0
Dataset_Clutch/Clip114,647,8.115601405273024,0.9736913065279302,1,1.0
Dataset_Clutch/Clip114,693,7.360175683218981,23.980137863476095,1,1.0
Dataset_Clutch/Clip115,142,4.551400770331475,3.5216693222470945,1,1.0
